Folder,Keyword,File Name,DOJ Page,context
DS-9,Romania,EFTA00861658.pdf,21,"gmail.com> Subject: RE: painting hi rich, ..i can go paris after april 13th. for going ranch i need to get us visa first. my visa expired and now i am in romania"
DS-9,Romania,EFTA00997779.pdf,21,"i am still in romania and i have a few things to do.. thank you, ion Sent from my iPhone On Sep 27, 2014, at 5:48 PM, ""jeffrey E."""
DS-9,Romania,EFTA00671578.pdf,22,If only you could eat clothes :)))) Next weekend I'm flying to Romania and after spending holidays with my bf in Spain. No plans for coming here?
DS-11,Romania,EFTA02315805.pdf,22,"i'm not in new york, i'm i= romania and i still have to do some things here. i'm thinking i'll be done=here the end of september, so at the beginning of"
DS-11,Romania,EFTA02338120.pdf,22,"From: ion nicola < Sent: Tuesday, August 19, 2014 7:27 PM To: Jeffrey Epstein Subject: RE: i am still in romania. =3B everything is fine now but i think"
DS-11,Romania,EFTA02507913.pdf,22,#ERROR!
DS-11,Romania,EFTA02589828.pdf,22,"i am still in romania and i have a few things to do.. thank you, ion Sent from my iPhone On Sep 27, 2014, at 5:48 PM, ""jeffrey E."""
DS-10,Romania,EFTA01974598.pdf,22,I asked for a raise but instead they want to give me uniform discount If only you could eat clothes :)))) Next weekend I'm flying to Romania and after
DS-9,Romania,EFTA00846034.pdf,22,(romania). artificial GENERAL intelligence. my only serious work with china was with Steven J gould when he was alive.
DS-9,Romania,EFTA00860998.pdf,23,"21, 2015 at 11:13:27 AM EDT hi rich, ..i can go paris after april 13th. for going ranch i need to get us visa first. my visa expired and now i am in romania"
DS-9,Romania,EFTA01130066.pdf,23,"Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, For indoor use only in the 5150 to 5350 MHz Poland, Portugal, Romania"
DS-10,Romania,EFTA01783203.pdf,23,"i have scheduled two =olo shows in romania and i need to prepare the shows.., do some painting=, etc.. thank you, &=bsp; ion Dat=: Tue, 21 Apr 2015 10:...paint at the ranch in santa fe. for santa fe i s=ill dont have us visa, but i can do the painting in paris. =3B for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA00839869.pdf,23,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...EFTA00839869 for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania is part of european"
DS-11,Romania,EFTA02525106.pdf,23,"I'll run in Romania :)= :)) :)) Sent via BlackBerry from T-Mobile From: Jeffrey Epstein Date: Thu, 30 Apr =009 18:06:52 -0400 1 EFTA_R1_01664688 EFTA02525106...:( Is too expensive here so I'de better have them done in Romania coz is=much cheaper!"
DS-11,Romania,EFTA02299898.pdf,23,"/b>Re: Date: January 10, 2012 3:24:27 PM =MT+01:00 To: =font color=""black"" size=""2"" face=""arial"">Hi = I am very sorry, but for the time being I am in Romania"
DS-10,Romania,EFTA02196297.pdf,23,"wrote: h .sorry for bothering. i just ask jeffrey to leave st thomas tomorrow instead of monday and stay one night in ny, and then continue my trip to romania"
DS-9,Romania,EFTA00402236.pdf,23,"gmail.com> To: Lesley Groff Subject: Re: Stephen Wolfram Date: Mon, 05 Nov 2012 18:32:02 +0000 ask steven if he has looked at membrane computing out of romania"
DS-9,Romania,EFTA00946842.pdf,23,"jeevacation@gmail.com> To: Subject: Re: Stephen Wolfram Date: Mon, 05 Nov 2012 18:32:02 +0000 ask steven if he has looked at membrane computing out of romania"
DS-11,Romania,EFTA02424414.pdf,23,"IF you are in London, I have a good friend , former high fashion model from Romania, business school degree, anxious to start a real job Ive copied her"
DS-11,Romania,EFTA02693842.pdf,24,"said he won't be ready for lon for room 4 cabana until the 3rd week of October. lon said if he won't be working until then, then he wants to go back to Romania"
DS-9,Romania,EFTA00774441.pdf,24,:( Is too expensive here so I'de better have them done in Romania coz is much cheaper!
DS-11,Romania,EFTA02327814.pdf,24,"said he won't be ready for lon =or room 4 cabana until the 3rd week of October. lon said if he won't be =orking until then, then he wants to go back to Romania"
DS-10,Romania,EFTA01977579.pdf,24,"To: From: Jeffrey Epstein Sent: Mon 11/5/2012 6:32:02 PM Subject: Re: Stephen Wolfram ask steven if he has looked at membrane computing out of romania,"
DS-9,Romania,EFTA00319298.pdf,24,"From: Lesley Groff To: Jeffrey Epstein Subject: Ion Nicola Date: Wed, 14 Sep 2016 20:50:04 +0000 Ion is running a show now with his paintings in Romania"
DS-9,Romania,EFTA00529819.pdf,24,"friend, Begin forwarded message: From: Subject: Re: Date: January 10, 2012 3:24:27 PM GMT+01:00 To: Hi I am very sorry, but for the time being I am in Romania"
DS-10,Romania,EFTA01459624.pdf,24,"In CEE, prelim Q4-15 GDP will be released in Poland, Romania and Hungary....production (Dec) 0.2% (-1.3%) -0.4% (-1.2%) 19.00 US Treasury budget balance (Jan) -USD14.4bn Thu 13.30 UK RICS house price balance (Jan) 50% Fri 07.00 Romania"
DS-10,Romania,EFTA01459732.pdf,24,"In CEE, prelim Q4-15 GDP will be released in Poland, Romania and Hungary....production (Dec) 0.2% (-1.3%) -0.4% (-1.2%) 19.00 US Treasury budget balance (Jan) -USD14.4bn Thu 13.30 UK RICS house price balance (Jan) 50% Fri 07.00 Romania"
DS-11,Romania,EFTA02330429.pdf,24,"> sorry i am not in ny, i am still in romania."
DS-11,Romania,EFTA02487899.pdf,24,(romania). . artificial GENERAL intelligence. =C2 my only serious work with china was with Steven J gould when h= was alive.
DS-10,Romania,EFTA01763199.pdf,25,"Subject: Re: Stephen Wolfram will do. thanks On Nov 5, 2012, at 1:32 PM, Jeffrey Epstein wrote: ask steven if he has looked at membrane computing out of romania"
DS-10,Romania,EFTA01776799.pdf,25,"said he won't be ready for lon for room 4 cabana until the 3rd week of October. lon said if he won't be working until then, then he wants to go back to Romania"
DS-10,Romania,EFTA01846332.pdf,25,would like to take a brake after i finish the painting in flag pool cabana. i want to stay in new york a few days (..girlfriend) and then i need to go romania
DS-9,Romania,EFTA00529820.pdf,25,"On Jan 10, 2012, at 3:24 PM, wrote: Hi I am very sorry, but for the time being I am in Romania with my family."
DS-9,Romania,EFTA00818263.pdf,25,"To: Jeffrey Epstein Subject: Ion Nicola Date: Wed, 14 Sep 2016 20:50:26 +0000 Ion is running a show now with his paintings in Romania"
DS-9,Romania,EFTA00925657.pdf,25,would like to take a brake after i finish the painting in flag pool cabana. i want to stay in new york a few days (..girlfriend) and then i need to go romania
DS-11,Romania,EFTA02610997.pdf,25,.=20 it's our last family get together before Brooke deploys in Mid Janua=y to Romania.
DS-10,Romania,EFTA01959386.pdf,25,"Wed 9/4/2013 6:33:25 PM Subject: RE: hi jeffrey, i was thinking that you might want me to start projects again. i hope you don't mind but i am still in romania"
DS-9,Romania,EFTA00531166.pdf,25,".SO yes, i'm back in ny. sorry i had to stay longer in romania but i had a problem with my knee.. i had to do surgery.., but now i'm fine. i heard about"
DS-9,Romania,EFTA00402238.pdf,25,"05 Nov 2012 18:35:30 +0000 will do. thanks On Nov 5, 2012, at 1:32 PM, Jeffrey Epstein wrote: ask steven if he has looked at membrane computing out of romania"
DS-11,Romania,EFTA02300178.pdf,26,"..SO yes, i'm back in ny. sorry i had to stay longer in romania but i had a problem with my knee.. i had to do surgery... but now i'm fine. i heard about"
DS-10,Romania,EFTA01373865.pdf,26,Mexico +52 55 5201 8564 Netherlands +31 20 5554 260 New Zealand +64 9 351 1673 Philippines +63 2 777 0597 Poland +48 22 526 8726 Portugal +351 2 1311 1370 Romania
DS-10,Romania,EFTA02069835.pdf,26,Please advise i am still in romania but can you please let jeffrey know that i would be able to come new york (or paris) after the end of this month if
DS-10,Romania,EFTA02196309.pdf,26,"wrote: h sorry for bothering. i just ask jeffrey to leave st thomas tomorrow instead of monday and stay one night in ny, and then continue my trip to romania"
DS-10,Romania,EFTA02196328.pdf,26,"wrote: h sorry for bothering. i just ask jeffrey to leave st thomas tomorrow instead of monday and stay one night in ny, and then continue my trip to romania"
DS-9,Romania,EFTA00946847.pdf,26,"05 Nov 2012 18:35:30 +0000 will do. thanks On Nov 5, 2012, at 1:32 PM, Jeffrey Epstein wrote: ask steven if he has looked at membrane computing out of romania"
DS-9,Romania,EFTA00864290.pdf,26,"Mon, 16 Feb 2015 22:30:09 +0000 if i can i will On Mon, Feb 16, 2015 at 3:42 PM, ion nicola wrote: hi jeffrey, i want to ask you something.. ..i am in romania"
DS-9,Romania,EFTA00137440.pdf,26,"International Relations US Charges Man Living In Romania With Puppy Fraud Scheme....The woman ""ended up sending $9,100 in wire payments through Western Union,"" and ""the whole thing was a fraud perpetrated by a man living in Romania who...Desmond Fodje Bobga, 27, ""a Cameroon citizen attending college in Romania, is in custody after his arrest last week by Romanian law officers."
DS-11,Romania,EFTA02409823.pdf,26,"thinking that i have to go back in a few days. so brice have the suitcase in case you need those books. another thing: i might go for a little while in romania...last invoice to rich kahn two weeks ago, and nothing happened. sorry for bothering with that. thank you, ion ps. in the mean time, even i would be in romania"
DS-9,Romania,EFTA00839871.pdf,27,"il have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA00663393.pdf,27,"I still have the Spanish boyfriend who lives in Romania but I don't want to move back, I really like it here."
DS-9,Romania,EFTA00765638.pdf,27,"PROFESSIONAL SKILLS July 2009 Assistant country manager; Expur; Bucarest, Romania Project development, analyze of the local oil market June - December"
DS-11,Romania,EFTA02299919.pdf,27,"On Jan 10, 2012, at 3:24 PM, wrote: Hi I am very sorry, but for the time being I am in Romania with my family."
DS-11,Romania,EFTA02433785.pdf,27,"Jeffrey requested I get the name of the University in Romania that you ""got the people from"" Can you please let me know!"
DS-9,Romania,EFTA00858898.pdf,27,"paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-11,Romania,EFTA02311008.pdf,27,. > lon can start painting on Monday and Michael is flying back from Romania =n Tuesday and can start working on Wednesday. >
DS-11,Romania,EFTA02510618.pdf,27,"16, 2015 10:30 PM To: Subject: Re: if i can i will On Mon, Feb 16, 2015 at 3:42 PM, romania"
DS-10,Romania,EFTA02155706.pdf,27,"Erik. so sorry for the delay in answering your message Jeffrey has responded with the below: ""ask stephen if he has looked at membrane computing out of romania"
DS-9,Romania,EFTA00477787.pdf,27,American Express Travel Record Locator E-Ticket Number(s) NICOL/I Ticket DL -19JUN NICOL/I Ticket DL -08JUL Tuesday 10 Jul 18 Other Information CITIZENS OF ROMANIA...MUST CARRY A VALID PASSPORT Other Information CITIZENS OF ROMANIA- NATIONALS OF ROMANIA ARE ALLOWED TO ENTER W AN EXPIRED PASSPORT Flight Information
DS-11,Romania,EFTA02700379.pdf,28,"He is presently =n Romania, but believes someone hit the statue by mistake in passing."
DS-10,Romania,EFTA01356569.pdf,28,"Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania"
DS-9,Romania,EFTA00803339.pdf,28,the Commercial Banking network 2005 Chief executive officer ING Bank Netherlands 2002 General manager ING Bank branch network 1999 General manager ING Romania
DS-10,Romania,EFTA02014860.pdf,28,would like to take a brake after i finish the painting in flag pool cabana. i want to stay in new york a few days (..girlfriend) and then i need to go romania
DS-9,Romania,EFTA00402239.pdf,28,"Erik. so sorry for the delay in answering your message Jeffrey has responded with the below: ""ask stephen if he has looked at membrane computing out of romania"
DS-9,Romania,EFTA01179941.pdf,28,"He is presently in Romania, but believes someone hit the statue by mistake in passing."
DS-11,Romania,EFTA02308009.pdf,28,"couldnt go because i didnt have the visa in my pass=ort so i couldnt come back in us from st thomas, even the visa was appro=ed.. michael is still =n romania"
DS-11,Romania,EFTA02502673.pdf,28,"paint at the ranch in santa fe. for santa fe i still don= have us visa, but i can do the painting in paris. for e=ropean comunity i dont need visa.. romania"
DS-10,Romania,EFTA01846360.pdf,28,would like to take a brake after i finish the painting in flag pool cabana. i want to stay in new york a few days (..girlfriend) and then i need to go romania
DS-9,Romania,EFTA00542597.pdf,28,"couldnt go because i didnt have the visa in my passport so i couldnt come back in us from st thomas, even the visa was approved. michael is still in romania"
DS-10,Romania,EFTA02066924.pdf,29,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA00716659.pdf,29,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion EFTA00716659 Date: Tue, 21 Apr 2015...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA00716662.pdf,29,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion EFTA00716662 Date: Tue, 21 Apr 2015...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-9,Romania,EFTA01205765.pdf,29,HUGARY MOLDOVA S.S.R.PAN Sea of ROMANIA Anon CRIMEA Khruschev YUGOSLAVIA codes Crimea to Ukraine S.S.R. Caucasus Mtns....MOLDOVA (m) Sea of ROMANIA Anon CRIMEA YUGOSLAVIA Caucasus Mrns. Danube R Black e BULGARIA GEO. ALB....MOLDOVA Disputed ms Sea of Russian-backed ROMANIA Ann rebellion CRIMEA 2014-present Disputed SERBIA Annexed by Russia 2014 Caucasus Mins.
DS-11,Romania,EFTA02719160.pdf,29,Donube R of Romania BULGARIA GREECE TURKEY Arpron Sea....HUGARY park MOLDOVA Sea of ROMANIA Aan CRIMEA Khruschev YUGOSLAVIA cedes Crimea to Ukraine S.S.R. Caucasus Mrns....SLOVAKIA / U K R A N E / HUGARY Dia R MOLDOVA Secref ROMANIA And CRIMEA YUGOSLAVIA Caucasos Mrns. Dimber R. Black BULGARIA GEO. ALB.
DS-11,Romania,EFTA02349873.pdf,29,Came back to London and my bf needs to travel for work so we decided =hat instead of staying alone in london or go back to Romania to go visit m= friend
DS-10,Romania,EFTA01845844.pdf,29,And on top of it I can't afford flying to Romania this year And you? Are u spending holidays in Europe? Or somewhere hot?
DS-10,Romania,EFTA01943535.pdf,29,I came to Romania to spend Christmas with my family! I'm very happy to be here!
DS-9,Romania,EFTA00477794.pdf,29,Record Locator E-Ticket Number(s) NICOL/I Ticket DL /04-19JUN NICOL/I Ticket DL -08JUL EFTA00477794 Tuesday 10 Jul 18 Other Information CITIZENS OF ROMANIA...MUST CARRY A VALID PASSPORT Other Information CITIZENS OF ROMANIA- NATIONALS OF ROMANIA ARE ALLOWED TO ENTER W AN EXPIRED PASSPORT Flight Information
DS-9,Romania,EFTA00477790.pdf,29,Travel Record Locator E-Ticket Number(s) NICOL/I Ticket DL 04-19JUN NICOL/I Ticket DL -08JUL EFTA00477790 Tuesday 10 Jul 18 Other Information CITIZENS OF ROMANIA...MUST CARRY A VALID PASSPORT Other Information CITIZENS OF ROMANIA- NATIONALS OF ROMANIA ARE ALLOWED TO ENTER W AN EXPIRED PASSPORT Flight Information
DS-10,Romania,EFTA01886627.pdf,30,"i will be in paris oct 8-18 On Sat, Sep 15, 2012 at 8:08 AM, wrote: No. still in London :) but will probably move back to Romania for a bit before Spain"
DS-9,Romania,EFTA00440144.pdf,30,"hi lesley, sorry for bothering. i just ask jeffrey to leave st thomas tomorrow instead of monday and stay one night in ny and then continue my trip to romania"
DS-9,Romania,EFTA00611159.pdf,30,"Lithuania, Luxembourg, Malaysia, Malta, Mexico, Netherlands, New Zealand, Nicaragua, Norway, Panama, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania"
DS-9,Romania,EFTA00980318.pdf,30,I came to Romania to spend Christmas with my family! I'm very happy to be here!
DS-11,Romania,EFTA02229034.pdf,30,"late with my answer back but i didn't have internet conection but yes, i can stay longer here and come back in new york nov 28th then leave nov 30 to romania"
DS-11,Romania,EFTA02422986.pdf,30,"Bulgaria, Czech Republic, Croatia, Denmark, Finland, France, Germany, Greece, Hungary, Italy, Macedonia, Montenegro, Netherlands, Norway, Poland, Portugal, Romania"
DS-11,Romania,EFTA02560644.pdf,30,"il will be in paris oct 8-18 On Sat, Sep 15, 2012 at 8:08 AM, < wrote: No still in London :) but will=probably move back to Romania for a bit before Spain"
DS-9,Romania,EFTA00943221.pdf,30,"i will be in paris oct 8-18 On Sat, Sep 15, 2012 at 8:08 AM, wrote: No still in London :) but will probably move back to Romania for a bit before Spain"
DS-9,Romania,EFTA00892125.pdf,30,"they are hiring. tjp From: Jeffrey Epstein [mailto:jeevacation@gmail.com] Sent: Monday, May 10, 2010 03:33 PM To: Pritzker, Tom Subject: the girl from romania"
DS-9,Romania,EFTA00734033.pdf,30,"they are hiring. tjp From: Jeffrey Epstein [mailto:jeevacation@gmail.com] Sent: Monday, May 10, 2010 03:33 PM To: Pritzker, Tom Subject: the girl from romania"
DS-9,Romania,EFTA00782167.pdf,31,"6:49:00 (UTC) [1] Sender: ( ) Participants: ( ), Self (jeeitunes@gmail.com ) I travel from Romania fee days ago and I am in LA!"
DS-11,Romania,EFTA02250917.pdf,31,Locator E-Ticket Number(s) NICOL/I Ticket DL 0067156524903/04-19JUN NICOL/I Ticket DL 0067161543301-08JUL Tuesday 10 Jul 18 Other Information CITIZENS OF ROMANIA...MUST CARRY A VALID PASSPORT Other Information CITIZENS OF ROMANIA- NATIONALS OF ROMANIA ARE ALLOWED TO ENTER W AN EXPIRED PASSPORT Flight Information
DS-9,Romania,EFTA00302902.pdf,31,Number(s) NICOL/I Ticket DL 0067156524903/04-19JUN NICOL/I Ticket DL 0067161543301-08JUL Travel Details Tuesday 10 Jul 18 Other Information CITIZENS OF ROMANIA...MUST CARRY A VALID PASSPORT Other Information CITIZENS OF ROMANIA- NATIONALS OF ROMANIA ARE ALLOWED TO ENTER W AN EXPIRED PASSPORT Flight Information
DS-9,Romania,EFTA00477798.pdf,31,Express Travel Record Locator E-Ticket Number(s) NICOL/I Ticket DL /04-19JUN NICOL/I Ticket DL -08JUL Tuesday 10 Jul 18 Other Information CITIZENS OF ROMANIA...MUST CARRY A VALID PASSPORT Other Information CITIZENS OF ROMANIA- NATIONALS OF ROMANIA ARE ALLOWED TO ENTER W AN EXPIRED PASSPORT Flight Information
DS-11,Romania,EFTA02371990.pdf,31,"21, 2015, at 11:13 AM, wrote: hi rich, ..i can go paris after april 13th. for going ranch i need to get us visa =irst. my visa expired and now i am in romania"
DS-11,Romania,EFTA02415867.pdf,31,"i¿½. i¿½F you are in London, I have a good friend, former high fashion model from Romania, business school degree, anxious to start a real job i¿¹/2Ive"
DS-10,Romania,EFTA01930157.pdf,31,I broke up with my Spanish boyfriend in Romania and now I'm seeing someone based in London.
DS-9,Romania,EFTA00529853.pdf,32,"On Jan 10, 2012, at 3:24 PM, wrote: Hi I am very sorry, but for the time being I am in Romania with my family."
DS-9,Romania,EFTA00870625.pdf,32,I broke up with my Spanish boyfriend in Romania and now I'm seeing someone based in London.
DS-10,Romania,EFTA01414705.pdf,32,Islands Channel Islands France Hungary Indonesia Ireland Israel Italy Japan Malaysia Mauritius Mexico Netherlands New Zealand Philippines Poland Portugal Romania
DS-11,Romania,EFTA02313846.pdf,32,My return =light back to Romania is for next Tuesday and I have to reschedule =ccordingly. 1 EFTA_R1_01204706 EFTA02313846 Appreciate your help.
DS-11,Romania,EFTA02506111.pdf,32,#ERROR!
DS-10,Romania,EFTA02043460.pdf,32,"On Wednesday, 14 September 2016, wrote: Ion is running a show now with his paintings in Romania he says he would be free after Oct. 4/5 shall I purchase"
DS-9,Romania,EFTA00319045.pdf,32,"On Wednesday, 14 September 2016, wrote: Ion is running a show now with his paintings in Romania he says he would be free after Oct. 4/5 shall I purchase"
DS-9,Romania,EFTA00818267.pdf,32,"On Wednesday, 14 September 2016, wrote: Ion is running a show now with his paintings in Romania he says he would be free after Oct. 4/5 shall I purchase"
DS-9,Romania,EFTA00771447.pdf,32,In Romania already started snowing so I can't wait to have the time to go skiing again! :) I haven't forgot my dream yet!
DS-9,Romania,EFTA00870623.pdf,32,I broke up with my Spanish boyfriend in Romania and now I'm seeing someone based in London.
DS-9,Romania,EFTA00552925.pdf,33,My return flight back to Romania is for next Tuesday and I have to reschedule accordingly. Appreciate your help. Michael EFTA00552925
DS-9,Romania,EFTA00672938.pdf,33,"11:13 AM, ion nicola wrote: hi rich, ..i can go paris after april 13th. for going ranch i need to get us visa first. my visa expired and now i am in romania"
DS-11,Romania,EFTA02396804.pdf,33,". =3B for european comunity i dont need visa.. romania is part of eur=pean comunity.. thank you, &nb=p; =3B ion =/blockquote> =3B please note The information"
DS-11,Romania,EFTA02438760.pdf,33,In Romania already started snowing so I can't wait to have the time to go skiing again! :) I haven't forgot my dream yet!
DS-11,Romania,EFTA02424355.pdf,33,"they are hiring. tjp From: Jeffrey Epstein [mailto:jeevacation@gmail.com] Sent: Monday, May 10, 2010 03:33 PM To: Pritzker, Tom Subject: the girl from romania"
DS-11,Romania,EFTA02678671.pdf,33,#ERROR!
DS-10,Romania,EFTA01815628.pdf,33,"The only reason that it can be denied is the fact that I'm from Romania, and apparently there are different regulations for us than everyone else in the"
DS-10,Romania,EFTA01959496.pdf,33,"2013 at 2:33 PM, ion nicola wrote: hi jeffrey, i was thinking that you might want me to start projects again. i hope you don't mind but i am still in romania"
DS-9,Romania,EFTA00555730.pdf,34,"i'm not in new york, i'm in romania and i still have to do some things here. i'm thinking i'll be done here the end of september, so at the beginning of"
DS-9,Romania,EFTA00757801.pdf,34,"To: Daniel Siad , N it needs reworking but after reading i think you get the guts of it. scouting in russia,ukraine,moldavia, and romania can be a part"
DS-9,Romania,EFTA00861002.pdf,34,"21, 2015 at 11:13:27 AM EDT hi rich, ..i can go paris after april 13th. for going ranch i need to get us visa first. my visa expired and now i am in romania"
DS-9,Romania,EFTA00916364.pdf,34,"I just came to Romania last night because I was to upset to stay in London, like this here I'm a bit more relaxed and I can study in peace."
DS-10,Romania,EFTA02066955.pdf,34,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-10,Romania,EFTA01659151.pdf,34,"INTERNATIONAL RELATIONS US Charges Man Living In Romania With Puppy Fraud Scheme....The woman ""ended up sending $9,100 in wire payments through Western Union,"" and ""the whole thing was a fraud perpetrated by a man living in Romania who...Desmond Fodje Bobga, 27, ""a Cameroon citizen attending college in Romania, is in custody after his arrest last week by Romanian law officers."
DS-9,Romania,EFTA00148128.pdf,34,"INTERNATIONAL RELATIONS US Charges Man Living In Romania With Puppy Fraud Scheme....The woman ""ended up sending $9,100 in wire payments through Western Union,"" and ""the whole thing was a fraud perpetrated by a man living in Romania who...Desmond Fodje Bobga, 27, ""a Cameroon citizen attending college in Romania, is in custody after his arrest last week by Romanian law officers."
DS-9,Romania,EFTA01131528.pdf,34,USSIA UKRAINE RUSSIA UK GERMAN RUSSIA INDIA RUSSIA PURKEY ITALY TURKEY UKRAINE PORTUGAL UKRAINE RUSSIA CZECH REPUBLIC ALGERIA GERMANY GERMANY RUSSIA ROMANIA...BOSNIA BOSNIA MOLDOVA SPAIN CROATIA ANGOLA BOSNIA ROMANIA ADMNIA RUSSIA ROMANIA TURKEY SERBIA BULGARIA ALBANIA MORE MAPS AT: UK UK And you thought that
DS-11,Romania,EFTA02424380.pdf,34,"IF you are in London, I have a good friend former high fashion model from Romania, business school degree, anxious to start a real job Ive copied her email"
DS-11,Romania,EFTA02407812.pdf,34,"16½. you are in London, I have a good friend, former high fashion model from Romania, business school degree, , anxious to start a real job i¿¹/2Ive copied"
DS-10,Romania,EFTA01388236.pdf,35,"""Romanian Leu"" and ""RON"" each means the lawful currency of Romania. (aa) Russian Ruble."
DS-10,Romania,EFTA01385546.pdf,35,"2,696 2,600 2,850 CPI (%) forecasts are period averages Stoxx 600 388 375 395 CEEMEA: Czech Rep., Israel, Egypt, Hungary, Kazakhstan, Nigeria, Poland, Romania"
DS-10,Romania,EFTA01794651.pdf,35,". =3B i've talked to a friend of mine he does this kind of things he is rom=nian but american citizen, he is like my age, he studied engineering i= romania"
DS-10,Romania,EFTA01805923.pdf,35,pping out re set CT # 2 new tower mcp will replace this pr=blem. 10) contacted lon to see when he is coming back to 71st he discusse= Michael coming from Romania
DS-10,Romania,EFTA01888071.pdf,35,"i will be in paris oct 8-18 On Sat, Sep 15, 2012 at 8:08 AM, wrote: No still in London :) but will probably move back to Romania for a bit before Spain"
DS-10,Romania,EFTA01955057.pdf,35,"I still have the Spanish boyfriend who lives in Romania but I don't want to move back, I really like it here."
DS-9,Romania,EFTA00563116.pdf,35,"Barnett wrote: Hi Sara Michael stopped by to pick up some tools, He will stay in New york next week if you need him to paint .If not he will go back to Romania"
DS-9,Romania,EFTA00845934.pdf,35,(romania). artificial GENERAL intelligence. my only serious work with china was with Steven J gould when he was alive.
DS-9,Romania,EFTA00678295.pdf,36,I came to Romania to spend Christmas with my family! I'm very happy to be here!
DS-9,Romania,EFTA00135832.pdf,36,"INTERNATIONAL RELATIONS US Charges Man Living In Romania With Puppy Fraud Scheme....The woman ""ended up sending $9,100 in wire payments through Western Union,"" and ""the whole thing was a fraud perpetrated by a man living in Romania who...Desmond Fodje Bobga, 27, ""a Cameroon citizen attending college in Romania, is in custody after his arrest last week by Romanian law officers."
DS-11,Romania,EFTA02314913.pdf,36,"i'm not in new york=2C i'm in romania and i still have to do some things here. i'm thinking i'=| be done here the end of september, so at the beginning"
DS-11,Romania,EFTA02610807.pdf,36,"Dec 28=h, so I'd like to spend As much of that time with them in St Thoma=. it's our last family get together before Brooke deploys in Mid Janu=ry to Romania"
DS-9,Romania,EFTA00942902.pdf,36,"i will be in paris oct 8-18 On Sat, Sep 15, 2012 at 8:08 AM, wrote: No still in London :) but will probably move back to Romania for a bit before Spain"
DS-10,Romania,EFTA02066969.pdf,36,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-10,Romania,EFTA02067006.pdf,36,"i have scheduled two solo shows in romania and i need to prepare the shows.., do some paintings, etc.. thank you, ion Date: Tue, 21 Apr 2015 10:16:26 -...paint at the ranch in santa fe. for santa fe i still dont have us visa, but i can do the painting in paris. for european comunity i dont need visa.. romania"
DS-11,Romania,EFTA02424560.pdf,36,"IF you are in London, I have a good friend, former high fashion model from Romania, business school degree , anxious to start a real job."
DS-11,Romania,EFTA02450592.pdf,36,Subject: Re: Visit Ok well I am in Dubai till May 8 Tuesday evening Then I travel to Romania So I am ready to meet him even in AbuDhabi if he can spare
DS-11,Romania,EFTA02595515.pdf,36,Came back to London and my bf needs to travel for work so we=decided that instead of staying alone in london or go back to Romania to g= visit my friend
DS-10,Romania,EFTA01736182.pdf,37,Croatia/Slovania w/Bulgaria w/Bulgaria all Czech Republic w/Bulgaria w/Bulgaria all Hungary w/Bulgaria w/Bulgaria all Poland w/Bulgaria w/Bulgaria all Romania
DS-9,Romania,EFTA00818270.pdf,37,"On Wednesday, 14 September 2016, wrote: Ion is running a show now with his paintings in Romania he says he would be free after Oct. 4/5 shall I purchase"
